timestamp,import_price,export_price
2020-01-05 14:00:00+00:00,0.1146,0.0468
2020-01-05 14:15:00+00:00,0.1146,0.0468
2020-01-05 14:30:00+00:00,0.1146,0.0468
2020-01-05 14:45:00+00:00,0.1146,0.0468
2020-01-05 15:00:00+00:00,0.3037,0.1321
2020-01-05 15:15:00+00:00,0.3037,0.1321
2020-01-05 15:30:00+00:00,0.3037,0.1321
2020-01-05 15:45:00+00:00,0.3037,0.1321
2020-01-05 16:00:00+00:00,0.314,0.1359
2020-01-05 16:15:00+00:00,0.314,0.1359
2020-01-05 16:30:00+00:00,0.314,0.1359
2020-01-05 16:45:00+00:00,0.314,0.1359
2020-01-05 17:00:00+00:00,0.3177,0.1373
2020-01-05 17:15:00+00:00,0.3177,0.1373
2020-01-05 17:30:00+00:00,0.3177,0.1373
2020-01-05 17:45:00+00:00,0.3177,0.1373
2020-01-05 18:00:00+00:00,0.1359,0.0549
2020-01-05 18:15:00+00:00,0.1359,0.0549
2020-01-05 18:30:00+00:00,0.1359,0.0549
2020-01-05 18:45:00+00:00,0.1359,0.0549
2020-01-05 19:00:00+00:00,0.1231,0.0501
2020-01-05 19:15:00+00:00,0.1231,0.0501
2020-01-05 19:30:00+00:00,0.1231,0.0501
2020-01-05 19:45:00+00:00,0.1231,0.0501
2020-01-05 20:00:00+00:00,0.1138,0.0465
2020-01-05 20:15:00+00:00,0.1138,0.0465
2020-01-05 20:30:00+00:00,0.1138,0.0465
2020-01-05 20:45:00+00:00,0.1138,0.0465
2020-01-05 21:00:00+00:00,0.1156,0.0472
2020-01-05 21:15:00+00:00,0.1156,0.0472
2020-01-05 21:30:00+00:00,0.1156,0.0472
2020-01-05 21:45:00+00:00,0.1156,0.0472
2020-01-05 22:00:00+00:00,0.1006,0.0415
2020-01-05 22:15:00+00:00,0.1006,0.0415
2020-01-05 22:30:00+00:00,0.1006,0.0415
2020-01-05 22:45:00+00:00,0.1006,0.0415
2020-01-05 23:00:00+00:00,0.0973,0.0402
2020-01-05 23:15:00+00:00,0.0973,0.0402
2020-01-05 23:30:00+00:00,0.0973,0.0402
2020-01-05 23:45:00+00:00,0.0973,0.0402
2020-01-06 00:00:00+00:00,0.0969,0.0401
2020-01-06 00:15:00+00:00,0.0969,0.0401
2020-01-06 00:30:00+00:00,0.0969,0.0401
2020-01-06 00:45:00+00:00,0.0969,0.0401
2020-01-06 01:00:00+00:00,0.0971,0.0402
2020-01-06 01:15:00+00:00,0.0971,0.0402
2020-01-06 01:30:00+00:00,0.0971,0.0402
2020-01-06 01:45:00+00:00,0.0971,0.0402
2020-01-06 02:00:00+00:00,0.0937,0.0389
2020-01-06 02:15:00+00:00,0.0937,0.0389
2020-01-06 02:30:00+00:00,0.0937,0.0389
2020-01-06 02:45:00+00:00,0.0937,0.0389
2020-01-06 03:00:00+00:00,0.0919,0.0382
2020-01-06 03:15:00+00:00,0.0919,0.0382
2020-01-06 03:30:00+00:00,0.0919,0.0382
2020-01-06 03:45:00+00:00,0.0919,0.0382
2020-01-06 04:00:00+00:00,0.0968,0.0401
2020-01-06 04:15:00+00:00,0.0968,0.0401
2020-01-06 04:30:00+00:00,0.0968,0.0401
2020-01-06 04:45:00+00:00,0.0968,0.0401
2020-01-06 05:00:00+00:00,0.1073,0.0441
2020-01-06 05:15:00+00:00,0.1073,0.0441
2020-01-06 05:30:00+00:00,0.1073,0.0441
2020-01-06 05:45:00+00:00,0.1073,0.0441
2020-01-06 06:00:00+00:00,0.1322,0.0535
2020-01-06 06:15:00+00:00,0.1322,0.0535
2020-01-06 06:30:00+00:00,0.1322,0.0535
2020-01-06 06:45:00+00:00,0.1322,0.0535
2020-01-06 07:00:00+00:00,0.1357,0.0548
2020-01-06 07:15:00+00:00,0.1357,0.0548
2020-01-06 07:30:00+00:00,0.1357,0.0548
2020-01-06 07:45:00+00:00,0.1357,0.0548
2020-01-06 08:00:00+00:00,0.1368,0.0552
2020-01-06 08:15:00+00:00,0.1368,0.0552
2020-01-06 08:30:00+00:00,0.1368,0.0552
2020-01-06 08:45:00+00:00,0.1368,0.0552
2020-01-06 09:00:00+00:00,0.1344,0.0543
2020-01-06 09:15:00+00:00,0.1344,0.0543
2020-01-06 09:30:00+00:00,0.1344,0.0543
